panel,unit_id,unit_name,parent_code,support_status,value,exclusion_reasons
district_long_run_rate,Bawku_West,BAWKU WEST,SS,valid_nonzero,30.36998855721015,
district_long_run_rate,Bekwai_Municipal,BEKWAI MUNICIPAL,FZ,valid_nonzero,0.0636132849742229,
district_long_run_rate,Berekum_East_Municipal,BEREKUM EAST MUNICIPAL,TZ,valid_nonzero,22.322647537403043,
district_long_run_rate,Berekum_West,BEREKUM WEST,TZ,valid_nonzero,9.597868534348084,
district_long_run_rate,Bia_East,BIA EAST,TZ,valid_nonzero,0.0873568789680595,
district_long_run_rate,Bia_West,BIA WEST,FZ,valid_nonzero,0.0024243645998759,
district_long_run_rate,Biakoye,BIAKOYE,FZ,valid_nonzero,19.37561489492904,
district_long_run_rate,Bibiani_Anhwiaso_Bekwai_Municipal,BIBIANI-ANHWIASO-BEKWAI MUNICIPAL,FZ,valid_nonzero,0.2778630396588057,
district_long_run_rate,Binduri,BINDURI,SS,valid_nonzero,10.656027499967523,
district_long_run_rate,Birim_Central_Municipal,BIRIM CENTRAL MUNICIPAL,FZ,valid_nonzero,0.0107388491073282,
district_long_run_rate,Birim_North,BIRIM NORTH,FZ,valid_nonzero,0.0389754899723593,
district_long_run_rate,Birim_South,BIRIM SOUTH,FZ,valid_nonzero,0.0606306626266643,
district_long_run_rate,Bodi,BODI,FZ,valid_nonzero,0.0078616457406548,
district_long_run_rate,Bole,BOLE,GS,valid_nonzero,45.87526740982543,
district_long_run_rate,Bolga_East,BOLGA EAST,SS,valid_nonzero,3.281065560731749,
district_long_run_rate,Bolgatanga_Municipal,BOLGATANGA MUNICIPAL,SS,valid_nonzero,30.03608641363508,
district_long_run_rate,Bongo,BONGO,SS,valid_nonzero,10.091666195409074,
district_long_run_rate,Bosome_Freho,BOSOME FREHO,FZ,valid_nonzero,0.6974954469865011,
district_long_run_rate,Bosomtwe,BOSOMTWE,FZ,valid_nonzero,0.347221666568496,
district_long_run_rate,Builsa_North,BUILSA NORTH,SS,valid_nonzero,40.24584276533478,
district_long_run_rate,Builsa_South,BUILSA SOUTH,SS,valid_nonzero,47.152903733332096,
district_long_run_rate,Bunkpurugu_Nakpanduri,BUNKPURUGU NAKPANDURI,GS,valid_nonzero,25.074221358735677,
district_long_run_rate,Cape_Coast_Metropolitan,CAPE COAST METROPOLITAN,CZ,valid_nonzero,0.083752095090794,
district_long_run_rate,Central_Gonja,CENTRAL GONJA,GS,valid_nonzero,46.791888374724074,
district_long_run_rate,Central_Tongu,CENTRAL TONGU,CZ,valid_nonzero,19.01834292415993,
district_long_run_rate,Chereponi,CHEREPONI,GS,valid_nonzero,51.50252987176714,
district_long_run_rate,Daffiama_Bussie_Issa,DAFFIAMA BUSSIE ISSA,GS,valid_nonzero,46.50109631887653,
district_long_run_rate,Denkyembour,DENKYEMBOUR,FZ,valid_nonzero,0.0072759138761542,
district_long_run_rate,Dormaa_East,DORMAA EAST,TZ,valid_nonzero,1.173946153021464,
district_long_run_rate,Dormaa_Municipal,DORMAA MUNICIPAL,TZ,valid_nonzero,5.3373634482539405,
district_long_run_rate,Dormaa_West,DORMAA WEST,TZ,valid_nonzero,0.0493747625804411,
district_long_run_rate,East_Gonja_Municipal,EAST GONJA MUNICIPAL,GS,valid_nonzero,40.144841711886265,
district_long_run_rate,East_Mamprusi,EAST MAMPRUSI,GS,valid_nonzero,30.669436720995567,
district_long_run_rate,Effia_Kwesimintsim_Municipal,EFFIA KWESIMINTSIM MUNICIPAL,CZ,valid_nonzero,0.8751314267155607,
district_long_run_rate,Effutu_Municipal,EFFUTU MUNICIPAL,CZ,valid_nonzero,3.096627897481463,
district_long_run_rate,Ejisu_Municipal,EJISU MUNICIPAL,FZ,valid_nonzero,0.1167727190243681,
district_long_run_rate,Ejura_Sekyedumase,EJURA-SEKYEDUMASE,TZ,valid_nonzero,18.12111850674328,
district_long_run_rate,Ekumfi,EKUMFI,CZ,valid_nonzero,3.29448447214844,
district_long_run_rate,Ellembelle,ELLEMBELLE,CZ,valid_nonzero,0.1814799916934469,
district_long_run_rate,Fanteakwa_North,FANTEAKWA NORTH,FZ,valid_nonzero,10.388432701708515,
district_long_run_rate,Fanteakwa_South,FANTEAKWA SOUTH,FZ,valid_nonzero,4.954113712699134,
district_long_run_rate,Ga_Central_Municipal,GA CENTRAL MUNICIPAL,CZ,valid_zero,0.0,
district_long_run_rate,Ga_East,GA EAST,CZ,valid_nonzero,2.2222219392710043,
district_long_run_rate,Ga_North_Municipal,GA NORTH MUNICIPAL,CZ,valid_nonzero,1.6720617578005974,
district_long_run_rate,Ga_South_Municipal,GA SOUTH MUNICIPAL,CZ,valid_nonzero,0.0290157564850943,
district_long_run_rate,Ga_West_Municipal,GA WEST MUNICIPAL,CZ,valid_nonzero,0.0075757664543377,
district_long_run_rate,Garu,GARU,SS,valid_nonzero,21.50878455687236,
district_long_run_rate,Gomoa_Central,GOMOA CENTRAL,CZ,valid_nonzero,8.496729545478017,
district_long_run_rate,Gomoa_East,GOMOA EAST,CZ,valid_nonzero,2.3148144579349688,
district_long_run_rate,Gomoa_West,GOMOA WEST,CZ,valid_nonzero,2.1055952425234623,
district_long_run_rate,Gushegu,GUSHEGU,GS,valid_nonzero,44.011257200155455,
district_long_run_rate,Ho_Municipal,HO MUNICIPAL,FZ,valid_nonzero,29.43042849551076,
district_long_run_rate,Ho_West,HO WEST,FZ,valid_nonzero,37.10661285508976,
district_long_run_rate,Hohoe_Municipal,HOHOE MUNICIPAL,FZ,valid_nonzero,8.810727406080446,
district_long_run_rate,Jaman_North,JAMAN NORTH,TZ,valid_nonzero,3.277728645732657,
district_long_run_rate,Jaman_South_Municipal,JAMAN SOUTH MUNICIPAL,TZ,valid_nonzero,2.2692070952552967,
district_long_run_rate,Jasikan,JASIKAN,FZ,valid_nonzero,7.9019291552084,
district_long_run_rate,Jirapa,JIRAPA,GS,valid_nonzero,20.91547273914406,
district_long_run_rate,Jomoro,JOMORO,CZ,valid_nonzero,0.0366632271612788,
district_long_run_rate,Juaben_Municipal,JUABEN MUNICIPAL,FZ,valid_nonzero,0.1164220463148259,
district_long_run_rate,Juaboso,JUABOSO,FZ,valid_nonzero,0.2348177531882382,
district_long_run_rate,Kadjebi,KADJEBI,GS,valid_nonzero,4.1455153047554,
district_long_run_rate,Karaga,KARAGA,GS,valid_nonzero,43.339951173071846,
district_long_run_rate,Kasena_Nankana_East,KASENA NANKANA EAST,SS,valid_nonzero,35.15272065878339,
district_long_run_rate,Kasena_Nankana_West,KASENA NANKANA WEST,SS,valid_nonzero,37.03834422108156,
district_long_run_rate,Keta_Municipal,KETA MUNICIPAL,CZ,valid_nonzero,3.690339320118504,
district_long_run_rate,Ketu_North,KETU NORTH,CZ,valid_nonzero,17.159132262363503,
district_long_run_rate,Ketu_South,KETU SOUTH,CZ,valid_nonzero,0.4416277484033586,
district_long_run_rate,Kintampo_North_Municipal,KINTAMPO NORTH MUNICIPAL,GS,valid_nonzero,38.033082606426206,
district_long_run_rate,Kintampo_South,KINTAMPO SOUTH,TZ,valid_nonzero,19.321911577684304,
district_long_run_rate,Komenda_Edina_Eguafo_Abirem_Municipal,KOMENDA-EDINA-EGUAFO-ABIREM MUNICIPAL,CZ,valid_nonzero,1.765575871235477,
district_long_run_rate,Korle_Klottey_Municipal,KORLE KLOTTEY MUNICIPAL,CZ,excluded,,primary_denominator_zero_or_nonpositive
district_long_run_rate,Kpandai,KPANDAI,GS,valid_nonzero,16.56887352160534,
district_long_run_rate,Kpando_Municipal,KPANDO MUNICIPAL,FZ,valid_nonzero,25.71216707605943,
district_long_run_rate,Kpone_Katamanso,KPONE KATAMANSO,CZ,valid_nonzero,0.1314408473067463,
district_long_run_rate,Krachi_East_Municipal,KRACHI EAST MUNICIPAL,GS,valid_nonzero,36.561261034877326,
district_long_run_rate,Krachi_Nchumuru,KRACHI NCHUMURU,GS,valid_nonzero,23.121001945807816,
district_long_run_rate,Krachi_West,KRACHI WEST,GS,valid_nonzero,31.28783805743446,
district_long_run_rate,Krowor_Municipal,KROWOR MUNICIPAL,CZ,excluded,,primary_denominator_zero_or_nonpositive
district_long_run_rate,Kumasi_Metropolitan,KUMASI METROPOLITAN,FZ,excluded,,primary_denominator_zero_or_nonpositive
district_long_run_rate,Kumbungu,KUMBUNGU,GS,valid_nonzero,35.978195194744245,
district_long_run_rate,Kwabre_East,KWABRE EAST,FZ,valid_nonzero,0.0329815977761297,
district_long_run_rate,Kwadaso_Municipal,KWADASO MUNICIPAL,FZ,valid_zero,0.0,
district_long_run_rate,Kwaebibirem,KWAEBIBIREM,FZ,valid_nonzero,0.1082762341523425,
district_long_run_rate,Kwahu_Afram_Plains_North,KWAHU AFRAM PLAINS NORTH,FZ,valid_nonzero,28.904814480494508,
district_long_run_rate,Kwahu_Afram_Plains_South,KWAHU AFRAM PLAINS SOUTH,FZ,valid_nonzero,46.845021224987214,
district_long_run_rate,Kwahu_East,KWAHU EAST,FZ,valid_nonzero,19.14249600939424,
district_long_run_rate,Kwahu_South,KWAHU SOUTH,FZ,valid_nonzero,10.816884039412576,
district_long_run_rate,Kwahu_West,KWAHU WEST,FZ,valid_nonzero,0.902470321069548,
district_long_run_rate,La_Dade_Kotopon,LA DADE-KOTOPON,CZ,valid_zero,0.0,
district_long_run_rate,La_Nkwantanang_Madina,LA-NKWANTANANG-MADINA,CZ,valid_nonzero,1.388889136427611,
district_long_run_rate,Lambussie_Karni,LAMBUSSIE-KARNI,SS,valid_nonzero,25.67655255371953,
district_long_run_rate,Lawra,LAWRA,SS,valid_nonzero,14.238430853853282,
district_long_run_rate,Ledzokuku_Municipal,LEDZOKUKU MUNICIPAL,CZ,valid_zero,0.0,
district_long_run_rate,Lower_Manya,LOWER MANYA,FZ,valid_nonzero,7.738633529608284,
district_long_run_rate,Mampong_Municipal,MAMPONG MUNICIPAL,FZ,valid_nonzero,14.752401189574252,
district_long_run_rate,Mamprugu_Moagduri,MAMPRUGU MOAGDURI,GS,valid_nonzero,45.51711874689775,
district_long_run_rate,Mfantseman_Municipal,MFANTSEMAN MUNICIPAL,CZ,valid_nonzero,0.9350683543911296,
district_long_run_rate,Mion,MION,GS,valid_nonzero,37.50466410605032,
district_long_run_rate,Mpohor,MPOHOR,CZ,valid_nonzero,0.2145922299089289,
district_long_run_rate,Nabdam,NABDAM,SS,valid_nonzero,44.92682638496651,
district_long_run_rate,Nadowli_Kaleo,NADOWLI-KALEO,GS,valid_nonzero,28.402855232959368,
district_long_run_rate,Nandom,NANDOM,SS,valid_nonzero,20.56178862001083,
district_long_run_rate,Nanton,NANTON,GS,valid_nonzero,23.408071757519902,
district_long_run_rate,Nanumba_North,NANUMBA NORTH,GS,valid_nonzero,24.81472026458705,
district_long_run_rate,Nanumba_South,NANUMBA SOUTH,GS,valid_nonzero,18.133380012339945,
district_long_run_rate,New_Juaben_North_Municipal,NEW JUABEN NORTH MUNICIPAL,FZ,valid_nonzero,0.8417508397306984,
district_long_run_rate,New_Juaben_South_Municipal,NEW JUABEN SOUTH MUNICIPAL,FZ,valid_nonzero,1.9854598562810732,
district_long_run_rate,Ningo_Prampram,NINGO/PRAMPRAM,CZ,valid_nonzero,4.622633151888202,
district_long_run_rate,Nkoranza_North,NKORANZA NORTH,TZ,valid_nonzero,29.436287864607536,
district_long_run_rate,Nkoranza_South,NKORANZA SOUTH,TZ,valid_nonzero,13.055940201094032,
district_long_run_rate,Nkwanta_North,NKWANTA NORTH,GS,valid_nonzero,22.27359440184508,
district_long_run_rate,Nkwanta_South_Municipal,NKWANTA SOUTH MUNICIPAL,GS,valid_nonzero,19.071168398292773,
district_long_run_rate,North_Dayi,NORTH DAYI,FZ,valid_nonzero,21.276662510682232,
district_long_run_rate,North_East_Gonja,NORTH EAST GONJA,GS,valid_nonzero,43.066123778429606,
district_long_run_rate,North_Gonja,NORTH GONJA,GS,valid_nonzero,60.00647942963548,
district_long_run_rate,North_Tongu,NORTH TONGU,FZ,valid_nonzero,18.976175727928208,
district_long_run_rate,Nsawam_Adoagyiri,NSAWAM ADOAGYIRI,FZ,valid_nonzero,0.4952949525687468,
district_long_run_rate,Nzema_East,NZEMA EAST,CZ,valid_nonzero,0.0574708915339241,
district_long_run_rate,Obuasi_East,OBUASI EAST,FZ,valid_zero,0.0,
district_long_run_rate,Obuasi_Municipal,OBUASI MUNICIPAL,FZ,valid_nonzero,0.0718391319561067,
district_long_run_rate,Offinso_Municipal,OFFINSO MUNICIPAL,FZ,valid_nonzero,2.7262476022551656,
district_long_run_rate,Offinso_North,OFFINSO NORTH,TZ,valid_nonzero,8.446504749757155,
district_long_run_rate,Oforikrom_Municipal,OFORIKROM MUNICIPAL,FZ,valid_zero,0.0,
district_long_run_rate,Okaikwei_North_Municipal,OKAIKWEI NORTH MUNICIPAL,CZ,valid_nonzero,0.3472223702985012,
district_long_run_rate,Okere,OKERE,FZ,valid_nonzero,3.189259286418183,
district_long_run_rate,Old_Tafo_Municipal,OLD TAFO MUNICIPAL,FZ,excluded,,primary_denominator_zero_or_nonpositive
district_long_run_rate,Prestea_Huni_Valley,PRESTEA/HUNI VALLEY,FZ,valid_nonzero,0.0429312638554664,
district_long_run_rate,Pru_East,PRU EAST,GS,valid_nonzero,27.36323006322869,
district_long_run_rate,Pru_West,PRU WEST,TZ,valid_nonzero,48.9776246408861,
district_long_run_rate,Pusiga,PUSIGA,SS,valid_nonzero,0.2162909686645868,
district_long_run_rate,Saboba,SABOBA,GS,valid_nonzero,46.04887878806337,
district_long_run_rate,Sagnerigu,SAGNERIGU,GS,valid_nonzero,11.952332692849032,
district_long_run_rate,Savelugu,SAVELUGU,GS,valid_nonzero,39.60598328584936,
district_long_run_rate,Sawla_Tuna_Kalba,SAWLA-TUNA-KALBA,GS,valid_nonzero,47.70476877069162,
district_long_run_rate,Sefwi_Akontombra,SEFWI AKONTOMBRA,FZ,valid_nonzero,0.0444940597301087,
district_long_run_rate,Sefwi_Wiawso,SEFWI-WIAWSO,FZ,valid_nonzero,0.016608533745951,
district_long_run_rate,Sekondi_Takoradi_Metropolis,SEKONDI TAKORADI METROPOLIS,CZ,valid_nonzero,0.0225225337283594,
district_long_run_rate,Sekyere_Afram_Plains_North,SEKYERE AFRAM PLAINS NORTH,FZ,valid_nonzero,65.63037225914134,
district_long_run_rate,Sekyere_Central,SEKYERE CENTRAL,FZ,valid_nonzero,40.85784876389558,
district_long_run_rate,Sekyere_East,SEKYERE EAST,FZ,valid_nonzero,0.0354233980256114,
district_long_run_rate,Sekyere_Kumawu,SEKYERE KUMAWU,FZ,valid_nonzero,23.06924902125156,
district_long_run_rate,Sekyere_South,SEKYERE SOUTH,FZ,valid_nonzero,1.4101020132907407,
district_long_run_rate,Sene_East,SENE EAST,GS,valid_nonzero,61.53076258577397,
district_long_run_rate,Sene_West,SENE WEST,GS,valid_nonzero,55.262881275432925,
district_long_run_rate,Shai_Osudoku,SHAI OSUDOKU,CZ,valid_nonzero,9.008417423139392,
district_long_run_rate,Shama,SHAMA,CZ,valid_nonzero,0.1556018380418064,
district_long_run_rate,Sissala_East,SISSALA EAST,SS,valid_nonzero,58.3695024413052,
district_long_run_rate,Sissala_West,SISSALA WEST,SS,valid_nonzero,47.98359548971623,
district_long_run_rate,South_Dayi,SOUTH DAYI,FZ,valid_nonzero,17.530868554956793,
district_long_run_rate,South_Tongu,SOUTH TONGU,CZ,valid_nonzero,4.211392563083628,
district_long_run_rate,Suaman,SUAMAN,FZ,valid_zero,0.0,
district_long_run_rate,Suame_Municipal,SUAME MUNICIPAL,FZ,valid_nonzero,0.7575757563170926,
district_long_run_rate,Suhum_Municipal,SUHUM MUNICIPAL,FZ,valid_nonzero,0.1916724754979108,
district_long_run_rate,Sunyani_Municipal,SUNYANI MUNICIPAL,TZ,valid_nonzero,0.7706522930324339,
district_long_run_rate,Sunyani_West,SUNYANI WEST,TZ,valid_nonzero,18.935119803076084,
district_long_run_rate,Tain,TAIN,TZ,valid_nonzero,11.619912079388588,
district_long_run_rate,Talensi,TALENSI,SS,valid_nonzero,40.54075288249488,
district_long_run_rate,Tamale_Metropolitan,TAMALE METROPOLITAN,GS,valid_nonzero,39.46614714249392,
district_long_run_rate,Tano_North_Municipal,TANO NORTH MUNICIPAL,TZ,valid_nonzero,3.3093793695668183,
district_long_run_rate,Tano_South_Municipal,TANO SOUTH MUNICIPAL,TZ,valid_nonzero,1.659409337582803,
district_long_run_rate,Tarkwa_Nsuaem,TARKWA NSUAEM,CZ,valid_nonzero,0.0689682513776418,
district_long_run_rate,Tatale_Sanguli,TATALE SANGULI,GS,valid_nonzero,30.644598234491497,
district_long_run_rate,Techiman_Municipal,TECHIMAN MUNICIPAL,TZ,valid_nonzero,1.515592009977461,
district_long_run_rate,Techiman_North,TECHIMAN NORTH,TZ,valid_nonzero,1.3799583882684272,
district_long_run_rate,Tema_Metropolitan,TEMA METROPOLITAN,CZ,valid_zero,0.0,
district_long_run_rate,Tema_West_Municipal,TEMA WEST MUNICIPAL,CZ,valid_zero,0.0,
district_long_run_rate,Tempane,TEMPANE,SS,valid_nonzero,0.9038142061498168,
district_long_run_rate,Tolon,TOLON,GS,valid_nonzero,26.277028440979382,
district_long_run_rate,Twifo_Atti_Morkwa,TWIFO ATTI-MORKWA,FZ,valid_nonzero,0.0119513497073597,
district_long_run_rate,Twifo_Hemang_Lower_Denkyira,TWIFO HEMANG LOWER DENKYIRA,FZ,valid_nonzero,0.0126810835580158,
district_long_run_rate,Upper_Denkyira_East_Municipal,UPPER DENKYIRA EAST MUNICIPAL,FZ,valid_nonzero,0.0418550663144001,
district_long_run_rate,Upper_Denkyira_West,UPPER DENKYIRA WEST,FZ,valid_nonzero,0.0419215857539434,
district_long_run_rate,Upper_Manya,UPPER MANYA,FZ,valid_nonzero,11.330495816705216,
district_long_run_rate,Upper_West_Akim,UPPER WEST AKIM,FZ,valid_nonzero,0.0305699134085284,
district_long_run_rate,Wa_East,WA EAST,GS,valid_nonzero,43.72002664741876,
district_long_run_rate,Wa_Municipal,WA MUNICIPAL,GS,valid_nonzero,13.723279513045355,
district_long_run_rate,Wa_West,WA WEST,GS,valid_nonzero,18.87918733787149,
district_long_run_rate,Wassa_Amenfi_Central,WASSA AMENFI CENTRAL,FZ,valid_nonzero,0.0050620966016229,
district_long_run_rate,Wassa_Amenfi_East,WASSA AMENFI EAST,FZ,valid_nonzero,0.0026713831486409,
district_long_run_rate,Wassa_Amenfi_West,WASSA AMENFI WEST,FZ,valid_nonzero,0.007884638798904,
district_long_run_rate,Wassa_East,WASSA EAST,FZ,valid_nonzero,0.04777690825518,
district_long_run_rate,Weija_Gbawe_Municipal,WEIJA GBAWE MUNICIPAL,CZ,valid_nonzero,0.0287356637392911,
district_long_run_rate,Wenchi_Municipal,WENCHI MUNICIPAL,TZ,valid_nonzero,13.640353268555636,
district_long_run_rate,West_Akim,WEST AKIM,FZ,valid_nonzero,0.0441150543565209,
district_long_run_rate,West_Gonja,WEST GONJA,GS,valid_nonzero,62.965957675336746,
district_long_run_rate,West_Mamprusi_Municipal,WEST MAMPRUSI MUNICIPAL,GS,valid_nonzero,39.794483109849565,
district_long_run_rate,Yendi_Municipal,YENDI MUNICIPAL,GS,valid_nonzero,35.739356650018046,
district_long_run_rate,Yilo_Krobo,YILO KROBO,FZ,valid_nonzero,5.496450029981454,
district_long_run_rate,Yunyoo_Nasuan,YUNYOO-NASUAN,GS,valid_nonzero,37.66389865124837,
district_long_run_rate,Zabzugu,ZABZUGU,GS,valid_nonzero,28.970741491507138,
